image_path,label,quality,p_cloud
renders/Beer_Lambert\beer_lambert_--width=1200_ULTRA_WARM_MixedVolume_20250705-121922.png,Beer-Lambert,ULTRA,0.8512959182262421
renders/HG\MOS_--width=1200_ULTRA_FRONT_FILL_MixedVolume_20250705-150844.png,Henyey-Greenstein,ULTRA,0.904967337846756
renders/HG\MOS_--width=1200_ULTRA_FRONT_FILL_MixedVolume_20250705-150907.png,Henyey-Greenstein,ULTRA,0.18752521276474
renders/HG\single_scattering_--width=1200_HIGH_DARK_MixedVolume_20250705-144245.png,Henyey-Greenstein,HIGH,0.36586451530456543
renders/HG\single_scattering_--width=1200_HIGH_DIFFUSE_MixedVolume_20250705-144152.png,Henyey-Greenstein,HIGH,0.8634179830551147
renders/HG\single_scattering_--width=1200_HIGH_FRONT_FILL_MixedVolume_20250705-144116.png,Henyey-Greenstein,HIGH,0.6929801106452942
renders/HG\single_scattering_--width=1200_HIGH_RIM_LIGHTING_MixedVolume_20250705-110204.png,Henyey-Greenstein,HIGH,0.6601977348327637
renders/HG\single_scattering_--width=1200_HIGH_RIM_LIGHTING_MixedVolume_20250705-120626.png,Henyey-Greenstein,HIGH,0.03449726104736328
renders/HG\single_scattering_--width=1200_HIGH_SIDE_FILL_MixedVolume_20250705-105301.png,Henyey-Greenstein,HIGH,0.7496481835842133
renders/HG\single_scattering_--width=1200_HIGH_SPOTLIGHT_SMOKE_MixedVolume_20250705-120644.png,Henyey-Greenstein,HIGH,0.8980723842978477
renders/HG\single_scattering_--width=1200_HIGH_SPOTLIGHT_SMOKE_MixedVolume_20250705-145413.png,Henyey-Greenstein,HIGH,0.9646717756986618
renders/HG\single_scattering_--width=1200_HIGH_SPOTLIGHT_SMOKE_MixedVolume_20250705-145432.png,Henyey-Greenstein,HIGH,0.47575128078460693
renders/HG\single_scattering_--width=1200_HIGH_WARM_MixedVolume_20250705-145348.png,Henyey-Greenstein,HIGH,0.9070903360843658
renders/HG\single_scattering_--width=1200_LOW_BACKLIT_FOG_MixedVolume_20250705-120815.png,Henyey-Greenstein,LOW,0.0023619532585144043
renders/HG\single_scattering_--width=1200_LOW_DARK_MixedVolume_20250705-105822.png,Henyey-Greenstein,LOW,0.003785371780395508
renders/HG\single_scattering_--width=1200_LOW_DARK_MixedVolume_20250705-120817.png,Henyey-Greenstein,LOW,0.0027141571044921875
renders/HG\single_scattering_--width=1200_LOW_DIFFUSE_MixedVolume_20250705-110008.png,Henyey-Greenstein,LOW,0.02203691005706787
renders/HG\single_scattering_--width=1200_LOW_FRONT_FILL_MixedVolume_20250705-105456.png,Henyey-Greenstein,LOW,0.004236876964569092
renders/HG\single_scattering_--width=1200_LOW_RIM_LIGHTING_MixedVolume_20250705-110137.png,Henyey-Greenstein,LOW,0.024891674518585205
renders/HG\single_scattering_--width=1200_LOW_RIM_LIGHTING_MixedVolume_20250705-120821.png,Henyey-Greenstein,LOW,0.002481520175933838
renders/HG\single_scattering_--width=1200_LOW_SIDE_FILL_MixedVolume_20250705-105255.png,Henyey-Greenstein,LOW,0.022093117237091064
renders/HG\single_scattering_--width=1200_LOW_WARM_MixedVolume_20250705-105624.png,Henyey-Greenstein,LOW,0.0035917162895202637
renders/HG\single_scattering_--width=1200_LOW_WARM_MixedVolume_20250705-120812.png,Henyey-Greenstein,LOW,0.005659162998199463
renders/HG\single_scattering_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250705-111130.png,Henyey-Greenstein,MID,0.2019890546798706
renders/HG\single_scattering_--width=1200_MID_DARK_MixedVolume_20250705-105829.png,Henyey-Greenstein,MID,0.5965004563331604
renders/HG\single_scattering_--width=1200_MID_DIFFUSE_MixedVolume_20250705-110015.png,Henyey-Greenstein,MID,0.19615525007247925
renders/HG\single_scattering_--width=1200_MID_FRONT_FILL_MixedVolume_20250705-144357.png,Henyey-Greenstein,MID,0.4845930337905884
renders/HG\single_scattering_--width=1200_MID_RIM_LIGHTING_MixedVolume_20250705-110149.png,Henyey-Greenstein,MID,0.7100788354873657
renders/HG\single_scattering_--width=1200_MID_SIDE_FILL_MixedVolume_20250705-105258.png,Henyey-Greenstein,MID,0.7692980915307999
renders/HG\single_scattering_--width=1200_MID_SPOTLIGHT_SMOKE_MixedVolume_20250705-111140.png,Henyey-Greenstein,MID,0.9549119062721729
renders/HG\single_scattering_--width=1200_MID_SPOTLIGHT_SMOKE_MixedVolume_20250705-144511.png,Henyey-Greenstein,MID,0.9215262457728386
renders/HG\single_scattering_--width=1200_MID_WARM_MixedVolume_20250705-144547.png,Henyey-Greenstein,MID,0.6809832155704498
renders/HG\single_scattering_--width=1200_MID_WARM_MixedVolume_20250705-144558.png,Henyey-Greenstein,MID,0.7509083598852158
renders/HG\single_scattering_--width=1200_ULTRA_BACKLIT_FOG_MixedVolume_20250705-120458.png,Henyey-Greenstein,ULTRA,0.904563881456852
renders/HG\single_scattering_--width=1200_ULTRA_DARK_MixedVolume_20250705-151425.png,Henyey-Greenstein,ULTRA,0.5296210944652557
renders/HG\single_scattering_--width=1200_ULTRA_RIM_LIGHTING_MixedVolume_20250705-110216.png,Henyey-Greenstein,ULTRA,0.5934129953384399
renders/HG\single_scattering_--width=1200_ULTRA_RIM_LIGHTING_MixedVolume_20250705-151204.png,Henyey-Greenstein,ULTRA,0.5025542676448822
renders/HG\single_scattering_--width=1200_ULTRA_RIM_LIGHTING_MixedVolume_20250705-151220.png,Henyey-Greenstein,ULTRA,0.5020257532596588
renders/HG\single_scattering_--width=1200_ULTRA_RIM_LIGHTING_MixedVolume_20250705-151231.png,Henyey-Greenstein,ULTRA,0.7615502029657364
renders/HG\single_scattering_--width=1200_ULTRA_SIDE_FILL_MixedVolume_20250705-145843.png,Henyey-Greenstein,ULTRA,0.5078009963035583
renders/HG\single_scattering_--width=1200_ULTRA_WARM_MixedVolume_20250705-145745.png,Henyey-Greenstein,ULTRA,0.48345696926116943
renders/Powder\powder_--width=1200_HIGH_BACKLIT_FOG_MixedVolume_20250715-155739.png,Powder,HIGH,0.24078339338302612
renders/Powder\powder_--width=1200_HIGH_BACKLIT_FOG_MixedVolume_20250715-160307.png,Powder,HIGH,0.39980101585388184
renders/Powder\powder_--width=1200_HIGH_BACKLIT_FOG_MixedVolume_20250715-160337.png,Powder,HIGH,0.3234593868255615
renders/Powder\powder_--width=1200_HIGH_BACKLIT_FOG_MixedVolume_20250715-160342.png,Powder,HIGH,0.6006505489349365
renders/Powder\powder_--width=1200_HIGH_DARK_MixedVolume_20250715-153953.png,Powder,HIGH,0.5436677634716034
renders/Powder\powder_--width=1200_HIGH_DARK_MixedVolume_20250715-154006.png,Powder,HIGH,0.4607623815536499
renders/Powder\powder_--width=1200_HIGH_SPOTLIGHT_SMOKE_MixedVolume_20250715-153839.png,Powder,HIGH,0.7003157734870911
renders/Powder\powder_--width=1200_HIGH_WARM_MixedVolume_20250715-155343.png,Powder,HIGH,0.20234954357147217
renders/Powder\powder_--width=1200_LOW_DARK_MixedVolume_20250705-105726.png,Powder,LOW,0.0015041828155517578
renders/Powder\powder_--width=1200_LOW_DARK_MixedVolume_20250705-120238.png,Powder,LOW,0.0009461045265197754
renders/Powder\powder_--width=1200_LOW_DIFFUSE_MixedVolume_20250705-105917.png,Powder,LOW,0.01274019479751587
renders/Powder\powder_--width=1200_LOW_FRONT_FILL_MixedVolume_20250705-105402.png,Powder,LOW,0.004577994346618652
renders/Powder\powder_--width=1200_LOW_RIM_LIGHTING_MixedVolume_20250705-120241.png,Powder,LOW,0.010678708553314209
renders/Powder\powder_--width=1200_LOW_SIDE_FILL_MixedVolume_20250705-105210.png,Powder,LOW,0.010895967483520508
renders/Powder\powder_--width=1200_LOW_SIDE_FILL_MixedVolume_20250705-120231.png,Powder,LOW,0.004505455493927002
renders/Powder\powder_--width=1200_LOW_TOP_DOWN_CLOUD_MixedVolume_20250705-120243.png,Powder,LOW,0.01246953010559082
renders/Powder\powder_--width=1200_LOW_WARM_MixedVolume_20250705-105546.png,Powder,LOW,0.008491575717926025
renders/Powder\powder_--width=1200_LOW_WARM_MixedVolume_20250705-120234.png,Powder,LOW,0.007661044597625732
renders/Powder\powder_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250715-153357.png,Powder,MID,0.40400898456573486
renders/Powder\powder_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250715-153410.png,Powder,MID,0.6077145934104919
renders/Powder\powder_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250715-155014.png,Powder,MID,0.3910273313522339
renders/Powder\powder_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250715-155025.png,Powder,MID,0.19429492950439453
renders/Powder\powder_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250715-155100.png,Powder,MID,0.3353833556175232
renders/Powder\powder_--width=1200_MID_DARK_MixedVolume_20250715-155118.png,Powder,MID,0.27166497707366943
renders/Powder\powder_--width=1200_MID_DIFFUSE_MixedVolume_20250715-153543.png,Powder,MID,0.7108699977397919
renders/Powder\powder_--width=1200_MID_DIFFUSE_MixedVolume_20250715-153600.png,Powder,MID,0.1940464973449707
renders/Powder\powder_--width=1200_MID_DIFFUSE_MixedVolume_20250715-155144.png,Powder,MID,0.15165233612060547
renders/Powder\powder_--width=1200_MID_DIFFUSE_MixedVolume_20250715-155205.png,Powder,MID,0.16918230056762695
renders/Powder\powder_--width=1200_MID_FRONT_FILL_MixedVolume_20250715-160449.png,Powder,MID,0.2950148582458496
renders/Powder\powder_--width=1200_MID_FRONT_FILL_MixedVolume_20250715-160521.png,Powder,MID,0.1031879186630249
renders/Powder\powder_--width=1200_MID_SPOTLIGHT_SMOKE_MixedVolume_20250715-153831.png,Powder,MID,0.8710137903690338
renders/Powder\powder_--width=1200_ULTRA_BACKLIT_FOG_MixedVolume_20250715-150253.png,Powder,ULTRA,0.6699690520763397
renders/Powder\powder_--width=1200_ULTRA_BACKLIT_FOG_MixedVolume_20250715-155807.png,Powder,ULTRA,0.8060219585895538
renders/Powder\powder_--width=1200_ULTRA_BACKLIT_FOG_MixedVolume_20250715-161507.png,Powder,ULTRA,0.5555289685726166
renders/Powder\powder_--width=1200_ULTRA_BACKLIT_FOG_MixedVolume_20250715-161521.png,Powder,ULTRA,0.6572617888450623
renders/Powder\powder_--width=1200_ULTRA_DARK_MixedVolume_20250715-150431.png,Powder,ULTRA,0.4523950219154358
renders/Powder\powder_--width=1200_ULTRA_DIFFUSE_MixedVolume_20250715-150356.png,Powder,ULTRA,0.760572999715805
renders/Powder\powder_--width=1200_ULTRA_SIDE_FILL_MixedVolume_20250705-105220.png,Powder,ULTRA,0.4322930574417114
renders/Powder\powder_--width=1200_ULTRA_WARM_MixedVolume_20250715-161014.png,Powder,ULTRA,0.29453426599502563
renders/Powder\powder_--width=1200_ULTRA_WARM_MixedVolume_20250715-161052.png,Powder,ULTRA,0.13869154453277588
renders/MOS\MOS_--width=1200_HIGH_BACKLIT_FOG_MixedVolume_20250705-121231.png,MOS,HIGH,0.8352708369493484
renders/MOS\MOS_--width=1200_HIGH_DARK_MixedVolume_20250705-105802.png,MOS,HIGH,0.31597447395324707
renders/MOS\MOS_--width=1200_HIGH_DIFFUSE_MixedVolume_20250705-105956.png,MOS,HIGH,0.35347235202789307
renders/MOS\MOS_--width=1200_HIGH_FRONT_FILL_MixedVolume_20250705-105445.png,MOS,HIGH,0.2172403335571289
renders/MOS\MOS_--width=1200_HIGH_FRONT_FILL_MixedVolume_20250705-121414.png,MOS,HIGH,0.9739353228360415
renders/MOS\MOS_--width=1200_HIGH_SIDE_FILL_MixedVolume_20250705-105238.png,MOS,HIGH,0.7275872528553009
renders/MOS\MOS_--width=1200_HIGH_TOP_DOWN_CLOUD_MixedVolume_20250705-121152.png,MOS,HIGH,0.7426543533802032
renders/MOS\MOS_--width=1200_HIGH_TOP_DOWN_CLOUD_MixedVolume_20250705-121201.png,MOS,HIGH,0.9676253609359264
renders/MOS\MOS_--width=1200_HIGH_TOP_DOWN_CLOUD_MixedVolume_20250705-121212.png,MOS,HIGH,0.8768488988280296
renders/MOS\MOS_--width=1200_HIGH_WARM_MixedVolume_20250705-105613.png,MOS,HIGH,0.5886459052562714
renders/MOS\MOS_--width=1200_LOW_BACKLIT_FOG_MixedVolume_20250705-125342.png,MOS,LOW,0.006620287895202637
renders/MOS\MOS_--width=1200_LOW_DARK_MixedVolume_20250705-105749.png,MOS,LOW,0.011996686458587646
renders/MOS\MOS_--width=1200_LOW_DIFFUSE_MixedVolume_20250705-105937.png,MOS,LOW,0.10897308588027954
renders/MOS\MOS_--width=1200_LOW_FRONT_FILL_MixedVolume_20250705-105426.png,MOS,LOW,0.014003872871398926
renders/MOS\MOS_--width=1200_LOW_FRONT_FILL_MixedVolume_20250705-121314.png,MOS,LOW,0.037087440490722656
renders/MOS\MOS_--width=1200_LOW_FRONT_FILL_MixedVolume_20250705-125332.png,MOS,LOW,0.041173577308654785
renders/MOS\MOS_--width=1200_LOW_RIM_LIGHTING_MixedVolume_20250705-125336.png,MOS,LOW,0.00617218017578125
renders/MOS\MOS_--width=1200_LOW_SIDE_FILL_MixedVolume_20250705-105231.png,MOS,LOW,0.023321211338043213
renders/MOS\MOS_--width=1200_LOW_SPOTLIGHT_SMOKE_MixedVolume_20250705-125327.png,MOS,LOW,0.02760469913482666
renders/MOS\MOS_--width=1200_LOW_WARM_MixedVolume_20250705-105605.png,MOS,LOW,0.0023241043090820312
renders/MOS\MOS_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250705-121259.png,MOS,MID,0.831564262509346
renders/MOS\MOS_--width=1200_MID_BACKLIT_FOG_MixedVolume_20250705-121309.png,MOS,MID,0.9734896179288626
renders/MOS\MOS_--width=1200_MID_DARK_MixedVolume_20250705-105758.png,MOS,MID,0.732986330986023
renders/MOS\MOS_--width=1200_MID_DIFFUSE_MixedVolume_20250705-105950.png,MOS,MID,0.6066953539848328
renders/MOS\MOS_--width=1200_MID_DIFFUSE_MixedVolume_20250705-110957.png,MOS,MID,0.3318382501602173
renders/MOS\MOS_--width=1200_MID_DIFFUSE_MixedVolume_20250705-111023.png,MOS,MID,0.28158092498779297
renders/MOS\MOS_--width=1200_MID_FRONT_FILL_MixedVolume_20250705-105441.png,MOS,MID,0.5865562558174133
renders/MOS\MOS_--width=1200_MID_FRONT_FILL_MixedVolume_20250705-111042.png,MOS,MID,0.601079910993576
renders/MOS\MOS_--width=1200_MID_SIDE_FILL_MixedVolume_20250705-105235.png,MOS,MID,0.7294458150863647
renders/MOS\MOS_--width=1200_MID_WARM_MixedVolume_20250705-105609.png,MOS,MID,0.0027102231979370117
renders/MOS\MOS_--width=1200_ULTRA_DARK_MixedVolume_20250705-105808.png,MOS,ULTRA,0.3074629306793213
renders/MOS\MOS_--width=1200_ULTRA_DIFFUSE_MixedVolume_20250705-110002.png,MOS,ULTRA,0.43015754222869873
renders/MOS\MOS_--width=1200_ULTRA_DIFFUSE_MixedVolume_20250705-142747.png,MOS,ULTRA,0.6719529926776886
renders/MOS\MOS_--width=1200_ULTRA_RIM_LIGHTING_MixedVolume_20250705-141500.png,MOS,ULTRA,0.41411006450653076
renders/MOS\MOS_--width=1200_ULTRA_RIM_LIGHTING_MixedVolume_20250705-142440.png,MOS,ULTRA,0.3869401216506958
renders/MOS\MOS_--width=1200_ULTRA_SIDE_FILL_MixedVolume_20250705-105241.png,MOS,ULTRA,0.6376408040523529
renders/MOS\MOS_--width=1200_ULTRA_SPOTLIGHT_SMOKE_MixedVolume_20250705-141050.png,MOS,ULTRA,0.9628553539514542
renders/MOS\MOS_--width=1200_ULTRA_TOP_DOWN_CLOUD_MixedVolume_20250705-121135.png,MOS,ULTRA,0.9676253609359264
renders/MOS\MOS_--width=1200_ULTRA_WARM_MixedVolume_20250705-105619.png,MOS,ULTRA,0.6282969415187836
renders/MOS\MOS_--width=1200_ULTRA_WARM_MixedVolume_20250705-141629.png,MOS,ULTRA,0.8035595118999481
